"StockCode";"CUST_COUNT";"TOTALPRODREVENUE";"NO_OF_SALES";"AVG_REVENUE"
"84600";"15";"361.90";"23";"15.734783"
"84609";"16";"698.97";"21";"33.284286"
"84611B";"1";"0.00";"2";"0.000000"
"84612B";"1";"0.00";"1";"0.000000"
"84613A";"3";"13.95";"3";"4.650000"
"84613C";"2";"4.65";"2";"2.325000"
"84614A";"1";"0.00";"1";"0.000000"
"84616";"6";"109.89";"9";"12.210000"
"84617";"2";"19.98";"2";"9.990000"
"84620";"1";"11.90";"1";"11.900000"
"84625A";"19";"430.53";"35";"12.300857"
"84625C";"17";"393.61";"33";"11.927576"
"84629";"10";"94.32";"11";"8.574545"
"84631";"7";"268.66";"26";"10.333077"
"84632";"5";"49.95";"6";"8.325000"
"84637";"8";"507.03";"77";"6.584805"
"84638";"9";"267.62";"34";"7.871176"
"84658";"14";"398.33";"21";"18.968095"
"84659A";"19";"658.42";"90";"7.315778"
"84660A";"30";"783.75";"47";"16.675532"
"84660B";"20";"724.94";"41";"17.681463"
"84660C";"20";"803.24";"62";"12.955484"
"84661A";"9";"132.67";"18";"7.370556"
"84661B";"9";"280.42";"28";"10.015000"
"84661C";"6";"104.84";"14";"7.488571"
"84663A";"18";"303.56";"33";"9.198788"
"84664";"1";"0.00";"1";"0.000000"
"84665";"13";"458.15";"17";"26.950000"
"84666";"5";"94.80";"5";"18.960000"
"84670";"1";"0.00";"1";"0.000000"
"84673A";"22";"63.72";"43";"1.481860"
"84673B";"30";"140.38";"64";"2.193438"
"84674";"27";"339.60";"42";"8.085714"
"84675";"3";"26.55";"3";"8.850000"
"84678";"9";"196.09";"12";"16.340833"
"84679";"2";"35.78";"2";"17.890000"
"84683";"6";"99.80";"12";"8.316667"
"84685";"7";"173.58";"23";"7.546957"
"84686";"8";"66.39";"10";"6.639000"
"84687";"14";"375.39";"28";"13.406786"
"84688";"7";"96.82";"15";"6.454667"
"84689";"3";"9.95";"3";"3.316667"
"84691";"3";"174.50";"5";"34.900000"
"84692";"191";"3938.04";"555";"7.095568"
"84705C";"1";"15.00";"1";"15.000000"
"84706D";"4";"25.70";"4";"6.425000"
"84706F";"9";"47.20";"10";"4.720000"
"84707A";"20";"565.68";"43";"13.155349"
"84707B";"11";"147.33";"15";"9.822000"
"84708B";"13";"286.75";"18";"15.930556"
"84709B";"11";"107.10";"11";"9.736364"
"84711A";"6";"172.03";"15";"11.468667"
"84711B";"7";"166.74";"12";"13.895000"
"84712B";"9";"199.76";"18";"11.097778"
"84715";"4";"47.20";"4";"11.800000"
"84723";"5";"97.95";"6";"16.325000"
"84725";"17";"39.65";"19";"2.086842"
"84726";"1";"0.00";"1";"0.000000"
"84731";"2";"2.04";"2";"1.020000"
"84732B";"2";"8.58";"2";"4.290000"
"84732D";"2";"4.29";"2";"2.145000"
"84741C";"15";"117.00";"16";"7.312500"
"84743C";"2";"1.25";"3";"0.416667"
"84744";"14";"86.27";"16";"5.391875"
"84745A";"5";"13.44";"5";"2.688000"
"84745B";"5";"13.44";"5";"2.688000"
"84746";"2";"38.31";"10";"3.831000"
"84748";"8";"585.86";"62";"9.449355"
"84750A";"3";"-5.85";"3";"-1.950000"
"84750B";"13";"54.60";"14";"3.900000"
"84751B";"9";"37.90";"10";"3.790000"
"84754";"36";"572.88";"64";"8.951250"
"84755";"307";"9879.60";"597";"16.548744"
"84760S";"9";"62.35";"9";"6.927778"
"84761";"1";"0.00";"1";"0.000000"
"84763";"40";"748.34";"59";"12.683729"
"84766";"12";"303.45";"16";"18.965625"
"84773";"2";"8.85";"2";"4.425000"
"84789";"33";"614.47";"49";"12.540204"
"84792";"119";"3493.84";"232";"15.059655"
"84795b";"33";"1481.46";"61";"24.286230"
"84795C";"2";"15.90";"2";"7.950000"
"84796A";"10";"660.61";"54";"12.233519"
"84796B";"14";"2084.80";"123";"16.949593"
"84797B";"1";"0.00";"1";"0.000000"
"84798A";"5";"28.05";"5";"5.610000"
"84798B";"3";"17.85";"3";"5.950000"
"84799";"10";"125.32";"12";"10.443333"
"84800L";"18";"436.56";"22";"19.843636"
"84800M";"13";"169.24";"13";"13.018462"
"84800S";"9";"125.07";"10";"12.507000"
"84801A";"6";"96.60";"7";"13.800000"
"84801B";"4";"46.20";"4";"11.550000"
"84802A";"2";"3.38";"2";"1.690000"
"84802B";"2";"6.76";"2";"3.380000"
"84803B";"4";"28.73";"4";"7.182500"
"84804A";"9";"180.58";"9";"20.064444"
"84804B";"6";"159.93";"6";"26.655000"
"84805A";"4";"60.00";"5";"12.000000"
"84805B";"3";"22.50";"3";"7.500000"
"84806A";"9";"84.63";"9";"9.403333"
"84806B";"16";"339.06";"17";"19.944706"
"84809A";"6";"111.30";"8";"13.912500"
"84809B";"2";"37.80";"2";"18.900000"
"84813";"20";"1161.46";"38";"30.564737"
"84816";"10";"59.94";"11";"5.449091"
"84817";"39";"485.58";"42";"11.561429"
"84818";"77";"1262.83";"93";"13.578817"
"84819";"48";"766.13";"51";"15.022157"
"84820";"24";"350.75";"25";"14.030000"
"84821";"27";"341.45";"31";"11.014516"
"84823";"25";"882.45";"26";"33.940385"
"84824";"2";"19.98";"2";"9.990000"
"84826";"28";"275.63";"30";"9.187667"
"84827";"11";"115.39";"13";"8.876154"
"84828";"66";"1064.60";"160";"6.653750"
"84832";"124";"2212.67";"248";"8.922056"
"84836";"299";"6774.11";"513";"13.204893"
"84839";"1";"-5.55";"1";"-5.550000"
"84840";"4";"55.47";"9";"6.163333"
"84842";"8";"52.50";"9";"5.833333"
"84843";"31";"779.18";"40";"19.479500"
"84845D";"1";"0.00";"1";"0.000000"
"84846A";"10";"128.14";"14";"9.152857"
"84847";"10";"78.75";"13";"6.057692"
"84849A";"23";"215.90";"49";"4.406122"
"84849B";"39";"392.64";"72";"5.453333"
"84849D";"63";"531.14";"112";"4.742321"
"84854";"2";"24.75";"2";"12.375000"
"84856L";"1";"15.94";"3";"5.313333"
"84856S";"2";"14.79";"3";"4.930000"
"84857A";"1";"0.00";"1";"0.000000"
"84857B";"3";"42.90";"3";"14.300000"
"84857C";"8";"199.99";"12";"16.665833"
"84858C";"5";"260.04";"8";"32.505000"
"84859A";"25";"272.99";"35";"7.799714"
"84859B";"11";"66.76";"11";"6.069091"
"84859C";"17";"157.12";"22";"7.141818"
"84864A";"1";"0.00";"1";"0.000000"
"84865";"8";"132.58";"14";"9.470000"
"84870B";"8";"97.33";"23";"4.231739"
"84870C";"8";"101.05";"25";"4.042000"
"84872A";"4";"659.34";"57";"11.567368"
"84873A";"3";"19.98";"3";"6.660000"
"84874B";"6";"34.51";"13";"2.654615"
"84875A";"1";"0.00";"1";"0.000000"
"84875B";"14";"173.51";"19";"9.132105"
"84875D";"9";"63.75";"9";"7.083333"
"84876B";"17";"288.31";"34";"8.479706"
"84876C";"1";"0.00";"1";"0.000000"
"84876D";"13";"221.25";"17";"13.014706"
"84877A";"2";"28.16";"4";"7.040000"
"84877B";"7";"150.56";"20";"7.528000"
"84877D";"11";"122.18";"20";"6.109000"
"84879";"644";"54662.15";"1373";"39.812200"
"84880";"48";"1777.52";"73";"24.349589"
"84881";"6";"73.49";"8";"9.186250"
"84882";"13";"157.34";"18";"8.741111"
"84884a";"52";"1495.93";"104";"14.383942"
"84898F";"14";"86.03";"19";"4.527895"
"84899F";"1";"0.00";"1";"0.000000"
"84905";"3";"173.48";"22";"7.885455"
"84906";"9";"94.74";"13";"7.287692"
"84907";"4";"180.93";"24";"7.538750"
"84910A";"7";"192.14";"18";"10.674444"
"84912A";"22";"500.62";"72";"6.953056"
"84912B";"29";"1072.85";"157";"6.833439"
"84913A";"9";"897.03";"123";"7.292927"
"84913B";"17";"642.47";"81";"7.931728"
"84915";"7";"231.07";"21";"11.003333"
"84916";"16";"268.89";"28";"9.603214"
"84917";"13";"439.66";"29";"15.160690"
"84919";"9";"306.48";"29";"10.568276"
"84920";"20";"397.48";"46";"8.640870"
"84921";"6";"41.25";"8";"5.156250"
"84922";"6";"42.29";"6";"7.048333"
"84923";"1";"671.62";"98";"6.853265"
"84924A";"21";"341.09";"32";"10.659063"
"84924F";"3";"7.90";"3";"2.633333"
"84925D";"9";"38.25";"11";"3.477273"
"84925F";"15";"112.48";"15";"7.498667"
"84926A";"23";"168.76";"29";"5.819310"
"84926D";"23";"222.29";"31";"7.170645"
"84926E";"32";"327.80";"38";"8.626316"
"84926F";"20";"188.26";"29";"6.491724"
"84927A";"12";"67.96";"19";"3.576842"
"84927D";"9";"39.65";"14";"2.832143"
"84927E";"10";"67.56";"13";"5.196923"
"84927F";"35";"166.30";"43";"3.867442"
"84929";"52";"382.91";"60";"6.381833"
"84931A";"17";"261.34";"47";"5.560426"
"84931B";"18";"347.58";"45";"7.724000"
"84944";"60";"828.21";"86";"9.630349"
"84945";"197";"8233.25";"327";"25.178135"
"84946";"410";"25232.92";"891";"28.319776"
"84947";"177";"10213.98";"345";"29.605739"
"84949";"165";"7150.89";"285";"25.090842"
"84950";"64";"2222.53";"117";"18.995983"
"84951A";"27";"534.84";"94";"5.689787"
"84951B";"25";"554.78";"82";"6.765610"
"84952A";"6";"241.97";"25";"9.678800"
"84952B";"10";"298.39";"29";"10.289310"
"84952C";"8";"255.00";"14";"18.214286"
"84963B";"1";"29.97";"1";"29.970000"
"84964B";"1";"0.00";"1";"0.000000"
"84966A";"1";"0.00";"1";"0.000000"
"84966B";"1";"0.00";"1";"0.000000"
"84967A";"1";"0.00";"1";"0.000000"
"84967B";"1";"0.00";"1";"0.000000"
"84968A";"27";"1861.36";"90";"20.681778"
"84968B";"3";"19.98";"4";"4.995000"
"84968C";"31";"2567.36";"95";"27.024842"
"84968D";"22";"1200.71";"52";"23.090577"
"84968e";"13";"805.12";"50";"16.102400"
"84968F";"20";"1181.61";"58";"20.372586"
"84969";"43";"2109.02";"204";"10.338333"
"84970L";"223";"6168.87";"485";"12.719320"
"84970S";"261";"7607.38";"579";"13.138826"
"84971l";"1";"4.92";"2";"2.460000"
"84971S";"68";"1479.25";"169";"8.752959"
"84974";"26";"398.00";"28";"14.214286"
"84975";"3";"8.45";"3";"2.816667"
"84976";"24";"281.30";"33";"8.524242"
"84977";"1";"1.25";"3";"0.416667"
"84978";"292";"15041.42";"691";"21.767612"
"84984A";"4";"88.35";"6";"14.725000"
"84984B";"4";"79.05";"5";"15.810000"
"84984D";"3";"60.45";"4";"15.112500"
"84985A";"15";"53.65";"19";"2.823684"
"84987";"175";"2939.17";"292";"10.065651"
"84988";"172";"4926.50";"461";"10.686551"
"84989A";"17";"102.91";"44";"2.338864"
"84990";"3";"1.10";"5";"0.220000"
"84991";"380";"6963.72";"754";"9.235703"
"84992";"298";"4881.04";"556";"8.778849"
"84993a";"30";"176.17";"73";"2.413288"
"84993B";"17";"24.36";"19";"1.282105"
"84997a";"119";"7390.88";"288";"25.662778"
"84997B";"158";"14018.22";"370";"37.887081"
"84997C";"159";"8979.90";"334";"26.885928"
"84997D";"189";"11799.90";"451";"26.163858"
"85006";"10";"57.25";"10";"5.725000"
"85008";"7";"51.09";"10";"5.109000"
"85014A";"153";"4490.13";"245";"18.327061"
"85014b";"176";"7507.94";"313";"23.987029"
"85015";"92";"1471.74";"128";"11.497969"
"85016";"21";"529.51";"42";"12.607381"
"85017A";"3";"13.58";"11";"1.234545"
"85017B";"52";"420.47";"146";"2.879932"
"85017C";"11";"27.02";"12";"2.251667"
"85018B";"1";"0.00";"1";"0.000000"
"85018C";"1";"0.00";"1";"0.000000"
"85018D";"6";"30.60";"7";"4.371429"
"85019A";"26";"564.35";"33";"17.101515"
"85019B";"16";"504.97";"30";"16.832333"
"85019C";"9";"194.22";"12";"16.185000"
"85020";"12";"188.81";"22";"8.582273"
"85023B";"11";"66.30";"13";"5.100000"
"85023C";"1";"-2.55";"1";"-2.550000"
"85024B";"11";"269.85";"11";"24.531818"
"85024C";"9";"18.15";"10";"1.815000"
"85025B";"22";"556.77";"39";"14.276154"
"85025C";"29";"520.91";"42";"12.402619"
"85026B";"10";"70.27";"11";"6.388182"
"85027L";"17";"139.05";"19";"7.318421"
"85028L";"5";"19.50";"7";"2.785714"
"85028S";"9";"51.60";"10";"5.160000"
"85030";"7";"29.25";"7";"4.178571"
"85031A";"7";"45.90";"7";"6.557143"
"85031B";"1";"4.95";"1";"4.950000"
"85031C";"2";"14.85";"2";"7.425000"
"85032A";"77";"526.94";"128";"4.116719"
"85032B";"75";"432.19";"122";"3.542541"
"85032C";"67";"466.64";"134";"3.482388"
"85032D";"57";"489.34";"93";"5.261720"
"85034A";"56";"868.27";"77";"11.276234"
"85034B";"76";"1557.57";"116";"13.427328"
"85034C";"105";"1610.50";"154";"10.457792"
"85035A";"58";"722.49";"82";"8.810854"
"85035B";"37";"1015.82";"70";"14.511714"
"85035C";"83";"1655.88";"127";"13.038425"
"85036A";"47";"740.68";"61";"12.142295"
"85036B";"38";"490.40";"50";"9.808000"
"85036C";"66";"847.11";"86";"9.850116"
"85038";"69";"2033.86";"140";"14.527571"
"85039A";"24";"1084.68";"189";"5.739048"
"85039B";"39";"1174.63";"172";"6.829244"
"85039C";"11";"264.12";"68";"3.884118"
"85040A";"81";"1509.35";"178";"8.479494"
"85040B";"30";"222.87";"37";"6.023514"
"85042";"2";"-14.85";"1";"-14.850000"
"85044";"1";"0.00";"1";"0.000000"
"85045";"10";"151.50";"13";"11.653846"
"85047";"4";"0.80";"3";"0.266667"
"85048";"168";"8721.02";"244";"35.741885"
"85049A";"193";"4472.70";"346";"12.926879"
"85049B";"14";"72.42";"18";"4.023333"
"85049C";"144";"1039.26";"201";"5.170448"
"85049D";"75";"472.41";"100";"4.724100"
"85049E";"221";"3448.07";"412";"8.369102"
"85049F";"64";"374.84";"81";"4.627654"
"85049G";"143";"1689.22";"278";"6.076331"
"85049H";"47";"656.60";"170";"3.862353"
"85053";"143";"3044.23";"282";"10.795142"
"85054";"56";"1117.63";"103";"10.850777"
"85055";"8";"109.71";"14";"7.836429"
"85059";"58";"1126.86";"121";"9.312893"
"85060";"1";"0.00";"1";"0.000000"
"85061W";"75";"1825.20";"161";"11.336646"
"85062";"98";"2442.70";"160";"15.266875"
"85063";"2";"-29.97";"1";"-29.970000"
"85064";"22";"956.65";"34";"28.136765"
"85065";"1";"-9.99";"1";"-9.990000"
"85066";"277";"16762.56";"494";"33.932308"
"85067";"6";"69.93";"7";"9.990000"
"85068";"2";"-7.95";"2";"-3.975000"
"85071A";"74";"-8.87";"107";"-0.082897"
"85071B";"86";"539.25";"123";"4.384146"
"85071C";"61";"376.22";"103";"3.652621"
"85071D";"59";"249.49";"84";"2.970119"
"85078";"44";"612.80";"118";"5.193220"
"85084";"7";"17.00";"9";"1.888889"
"85086A";"9";"122.08";"53";"2.303396"
"85087";"7";"1073.94";"125";"8.591520"
"85088";"15";"463.43";"47";"9.860213"
"85089";"5";"41.30";"5";"8.260000"
"85092";"3";"40.05";"3";"13.350000"
"85093";"17";"407.74";"84";"4.854048"
"85094";"26";"199.96";"86";"2.325116"
"85095";"7";"196.69";"45";"4.370889"
"85096";"10";"101.73";"17";"5.984118"
"85098B";"2";"-3.75";"2";"-1.875000"
"85099B";"564";"84516.44";"1939";"43.587643"
"85099C";"287";"26355.20";"911";"28.929967"
"85099F";"296";"30514.32";"795";"38.382792"
"85103";"6";"657.64";"29";"22.677241"
"85104";"14";"516.90";"19";"27.205263"
"85106";"10";"1147.41";"23";"49.887391"
"85107";"22";"546.49";"29";"18.844483"
"85109";"1";"10.20";"1";"10.200000"
"85110";"1";"0.00";"1";"0.000000"
"85111";"40";"426.07";"57";"7.474912"
"85114A";"21";"1266.91";"71";"17.843803"
"85114B";"34";"940.50";"88";"10.687500"
"85114C";"35";"1415.28";"107";"13.226916"
"85115B";"1";"24.87";"1";"24.870000"
"85116";"25";"943.13";"82";"11.501585"
"85118";"6";"128.27";"13";"9.866923"
"85119";"1";"3.36";"2";"1.680000"
"85123A";"824";"94131.58";"2177";"43.239127"
"85124B";"24";"248.76";"40";"6.219000"
"85124C";"24";"261.89";"40";"6.547250"
"85125";"15";"754.36";"34";"22.187059"
"85126";"2";"13.23";"4";"3.307500"
"85127";"16";"1066.22";"51";"20.906275"
"85129B";"11";"168.59";"31";"5.438387"
"85129C";"9";"107.31";"15";"7.154000"
"85129D";"17";"343.99";"65";"5.292154"
"85130A";"11";"127.05";"11";"11.550000"
"85130B";"43";"722.51";"60";"12.041833"
"85130C";"36";"417.54";"44";"9.489545"
"85130D";"42";"569.29";"62";"9.182097"
"85131A";"21";"830.21";"119";"6.976555"
"85131B";"3";"521.11";"172";"3.029709"
"85131C";"5";"163.85";"49";"3.343878"
"85131D";"6";"725.26";"206";"3.520680"
"85132A";"38";"1561.29";"118";"13.231271"
"85132B";"43";"1187.48";"82";"14.481463"
"85132C";"89";"3273.24";"207";"15.812754"
"85135A";"7";"151.05";"11";"13.731818"
"85135B";"28";"500.70";"50";"10.014000"
"85135C";"41";"832.53";"69";"12.065652"
"85136A";"35";"556.51";"52";"10.702115"
"85136B";"3";"15.90";"3";"5.300000"
"85136C";"19";"373.48";"34";"10.984706"
"85141";"32";"566.09";"40";"14.152250"
"85144";"36";"505.20";"38";"13.294737"
"85145";"13";"162.18";"14";"11.584286"
"85146";"9";"167.83";"10";"16.783000"
"85150";"188";"8947.83";"463";"19.325767"
"85152";"265";"15468.91";"671";"23.053517"
"85159A";"36";"630.75";"45";"14.016667"
"85159B";"38";"800.31";"51";"15.692353"
"85160a";"1";"17.49";"3";"5.830000"
"85160B";"16";"55.32";"17";"3.254118"
"85161";"7";"329.67";"19";"17.351053"
"85163A";"13";"453.73";"29";"15.645862"
"85163B";"11";"609.39";"36";"16.927500"
"85167B";"7";"72.44";"9";"8.048889"
"85168B";"5";"412.89";"34";"12.143824"
"85169A";"42";"762.86";"84";"9.081667"
"85169B";"16";"330.98";"60";"5.516333"
"85169C";"14";"427.78";"44";"9.722273"
"85169D";"15";"269.75";"45";"5.994444"
"85170A";"2";"2.10";"2";"1.050000"
"85170B";"15";"314.65";"40";"7.866250"
"85170C";"26";"583.33";"71";"8.215915"
"85170D";"28";"759.89";"98";"7.753980"
"85172";"31";"513.03";"43";"11.930930"
"85173";"39";"705.77";"84";"8.402024"
"85174";"54";"2761.00";"155";"17.812903"
"85175";"81";"2196.78";"145";"15.150207"
"85176";"47";"838.82";"169";"4.963432"
"85177";"39";"542.21";"62";"8.745323"
"85178";"69";"1378.98";"127";"10.858110"
"85179A";"14";"359.85";"57";"6.313158"
"85179B";"1";"0.00";"1";"0.000000"
"85179C";"7";"196.66";"35";"5.618857"
"85180A";"31";"919.66";"60";"15.327667"
"85180B";"18";"554.65";"46";"12.057609"
"85183A";"57";"708.29";"80";"8.853625"
"85183B";"77";"1038.37";"106";"9.795943"
"85184C";"110";"2831.97";"188";"15.063670"
"85185B";"49";"870.89";"73";"11.930000"
"85185D";"8";"44.25";"11";"4.022727"
"85186A";"36";"293.80";"79";"3.718987"
"85186C";"32";"250.69";"78";"3.213974"
"85187";"52";"477.03";"67";"7.119851"
"85188A";"29";"265.42";"42";"6.319524"
"85188B";"9";"68.70";"11";"6.245455"
"85189";"3";"7.65";"4";"1.912500"
"85194L";"49";"624.86";"70";"8.926571"
"85194S";"48";"402.45";"67";"6.006716"
"85195";"3";"6.30";"3";"2.100000"
"85197";"19";"73.50";"22";"3.340909"
"85198";"7";"74.58";"10";"7.458000"
"85199L";"47";"554.23";"89";"6.227303"
"85199S";"94";"1190.17";"253";"4.704229"
"85200";"24";"213.75";"26";"8.221154"
"85202";"35";"314.81";"106";"2.969906"
"85203";"44";"389.25";"125";"3.114000"
"85204";"38";"279.76";"103";"2.716117"
"85205B";"20";"264.50";"26";"10.173077"
"85206A";"90";"1403.93";"106";"13.244623"
"85206B";"4";"23.10";"4";"5.775000"
"85208";"23";"419.01";"49";"8.551224"
"85211";"15";"153.78";"27";"5.695556"
"85212";"58";"719.88";"75";"9.598400"
"85213";"21";"305.82";"34";"8.994706"
"85214";"37";"271.04";"60";"4.517333"
"85215";"7";"126.11";"18";"7.006111"
"85216";"6";"35.75";"8";"4.468750"
"85224";"2";"6.30";"2";"3.150000"
"85225";"3";"6.25";"3";"2.083333"
"85226A";"1";"0.00";"1";"0.000000"
"85226C";"1";"0.00";"1";"0.000000"
"85227";"99";"1088.80";"201";"5.416915"
"85230A";"13";"196.32";"17";"11.548235"
"85230B";"27";"305.36";"35";"8.724571"
"85230E";"16";"253.53";"24";"10.563750"
"85230F";"12";"90.34";"13";"6.949231"
"85230G";"17";"222.24";"23";"9.662609"
"85231B";"71";"711.95";"149";"4.778188"
"85231G";"49";"492.35";"89";"5.532022"
"85232A";"18";"227.97";"25";"9.118800"
"85232B";"7";"128.70";"15";"8.580000"
"85232D";"31";"490.98";"52";"9.441923"
"90000A";"7";"77.91";"8";"9.738750"
"90000B";"3";"67.83";"7";"9.690000"
"90000C";"1";"0.00";"1";"0.000000"
"90000D";"5";"129.85";"14";"9.275000"
"90001A";"2";"20.95";"4";"5.237500"
"90001B";"2";"12.65";"2";"6.325000"
"90001C";"3";"21.13";"5";"4.226000"
"90001D";"3";"21.23";"4";"5.307500"
"90002D";"6";"48.71";"10";"4.871000"
"90003B";"3";"41.31";"9";"4.590000"
"90003C";"5";"104.84";"23";"4.558261"
"90003D";"7";"97.26";"15";"6.484000"
"90003E";"2";"71.11";"13";"5.470000"
"90005A";"1";"28.02";"12";"2.335000"
"90010A";"6";"167.30";"16";"10.456250"
"90010B";"4";"100.09";"8";"12.511250"
"90010E";"8";"227.89";"16";"14.243125"
"90011A";"2";"17.51";"6";"2.918333"
"90011B";"3";"35.27";"7";"5.038571"
"90011C";"1";"5.80";"2";"2.900000"
"90011D";"1";"8.76";"3";"2.920000"
"90011E";"1";"8.76";"3";"2.920000"
"90012A";"3";"53.55";"6";"8.925000"
"90012B";"3";"45.35";"4";"11.337500"
"90013A";"2";"150.32";"30";"5.010667"
"90013B";"1";"149.41";"31";"4.819677"
"90013C";"4";"143.08";"27";"5.299259"
"90013D";"1";"25.17";"3";"8.390000"
"90014A";"9";"213.05";"22";"9.684091"
"90014B";"8";"155.43";"16";"9.714375"
"90014C";"4";"42.79";"5";"8.558000"
"90016A";"5";"105.71";"7";"15.101429"
"90016B";"7";"184.66";"19";"9.718947"
"90016C";"1";"24.96";"3";"8.320000"
"90018A";"8";"184.83";"36";"5.134167"
"90018B";"5";"83.78";"16";"5.236250"
"90018C";"2";"33.40";"7";"4.771429"
"90019A";"8";"187.19";"26";"7.199615"
"90019B";"3";"96.52";"18";"5.362222"
"90019C";"4";"68.73";"11";"6.248182"
"90020";"1";"9.99";"1";"9.990000"
"90021";"1";"9.99";"1";"9.990000"
"90022";"4";"75.20";"19";"3.957895"
"90023";"3";"55.02";"9";"6.113333"
"90024B";"1";"33.28";"4";"8.320000"
"90024C";"2";"33.81";"3";"11.270000"
"90024D";"2";"16.82";"2";"8.410000"
"90024E";"1";"16.81";"2";"8.405000"
"90024F";"2";"42.13";"4";"10.532500"
"90025A";"2";"7.50";"2";"3.750000"
"90025B";"1";"3.73";"1";"3.730000"
"90025D";"1";"11.19";"3";"3.730000"
"90025E";"1";"3.73";"1";"3.730000"
"90025F";"2";"14.96";"4";"3.740000"
"90026A";"1";"17.00";"1";"17.000000"
"90026B";"3";"25.32";"3";"8.440000"
"90026C";"3";"33.82";"3";"11.273333"
"90026D";"3";"25.50";"3";"8.500000"
"90027A";"2";"17.66";"3";"5.886667"
"90027B";"1";"8.76";"3";"2.920000"
"90027C";"1";"14.50";"5";"2.900000"
"90027D";"2";"28.40";"6";"4.733333"
"90028";"2";"134.16";"14";"9.582857"
"90029";"3";"42.14";"4";"10.535000"
"90030A";"4";"36.00";"4";"9.000000"
"90030B";"10";"142.73";"20";"7.136500"
"90030C";"5";"50.70";"7";"7.242857"
"90031";"3";"23.89";"4";"5.972500"
"90032";"5";"103.13";"8";"12.891250"
"90033";"2";"25.07";"9";"2.785556"
"90034";"1";"19.97";"2";"9.985000"
"90035A";"2";"49.95";"4";"12.487500"
"90035C";"1";"19.98";"1";"19.980000"
"90036A";"3";"47.70";"4";"11.925000"
"90036B";"2";"31.80";"2";"15.900000"
"90036C";"3";"71.40";"5";"14.280000"
"90036D";"5";"95.35";"5";"19.070000"
"90036E";"4";"87.10";"10";"8.710000"
"90036F";"2";"64.08";"5";"12.816000"
"90037A";"1";"2.48";"1";"2.480000"
"90037B";"1";"9.98";"4";"2.495000"
"90037C";"1";"12.52";"5";"2.504000"
"90037D";"1";"0.00";"1";"0.000000"
"90038A";"2";"56.15";"10";"5.615000"
"90038B";"2";"48.77";"8";"6.096250"
"90038C";"2";"33.69";"4";"8.422500"
"90039A";"2";"29.96";"3";"9.986667"
"90039B";"2";"41.31";"6";"6.885000"
"90039C";"2";"22.48";"6";"3.746667"
"90039D";"3";"78.69";"9";"8.743333"
"90040A";"3";"54.29";"5";"10.858000"
"90040B";"3";"66.70";"11";"6.063636"
"90040C";"4";"54.42";"10";"5.442000"
"90041";"2";"18.27";"4";"4.567500"
"90042A";"1";"7.65";"2";"3.825000"
"90042B";"1";"0.00";"1";"0.000000"
"90042C";"1";"12.70";"6";"2.116667"
"90043";"2";"24.81";"2";"12.405000"
"90046";"1";"14.85";"1";"14.850000"
"90048";"1";"14.85";"1";"14.850000"
"90049";"2";"34.77";"3";"11.590000"
"90050";"3";"41.82";"5";"8.364000"
"90051";"4";"70.16";"7";"10.022857"
"90052";"1";"14.14";"2";"7.070000"
"90053";"1";"9.99";"4";"2.497500"
"90054";"2";"22.58";"9";"2.508889"
"90055";"2";"12.53";"5";"2.506000"
"90056";"1";"39.96";"4";"9.990000"
"90057";"20";"1251.36";"21";"59.588571"
"90058A";"7";"109.44";"8";"13.680000"
"90058B";"15";"218.88";"16";"13.680000"
"90059A";"1";"64.63";"26";"2.485769"
"90059B";"3";"16.62";"9";"1.846667"
"90059C";"3";"14.89";"9";"1.654444"
"90059D";"1";"31.55";"18";"1.752778"
"90059E";"3";"31.47";"14";"2.247857"
"90059F";"3";"24.79";"13";"1.906923"
"90060B";"1";"5.95";"1";"5.950000"
"90060D";"3";"17.85";"3";"5.950000"
"90060F";"1";"35.16";"6";"5.860000"
"90062";"7";"429.57";"27";"15.910000"
"90063A";"8";"102.00";"8";"12.750000"
"90063B";"6";"76.32";"6";"12.720000"
"90064A";"4";"38.70";"6";"6.450000"
"90064B";"7";"41.25";"8";"5.156250"
"90065A";"4";"60.75";"4";"15.187500"
"90065B";"2";"13.50";"2";"6.750000"
"90067A";"4";"41.15";"7";"5.878571"
"90067B";"1";"5.80";"2";"2.900000"
"90068";"1";"7.50";"1";"7.500000"
"90069";"1";"15.00";"1";"15.000000"
"90070";"3";"104.79";"13";"8.060769"
"90071";"2";"54.62";"33";"1.655152"
"90072";"2";"60.92";"13";"4.686154"
"90073";"5";"134.70";"18";"7.483333"
"90074";"2";"37.24";"3";"12.413333"
"90075";"1";"37.66";"3";"12.553333"
"90076";"1";"8.82";"3";"2.940000"
"90077";"1";"8.82";"3";"2.940000"
"90078";"1";"15.00";"1";"15.000000"
"90079";"3";"49.76";"4";"12.440000"
"90081A";"7";"74.25";"8";"9.281250"
"90081B";"1";"4.95";"1";"4.950000"
"90081C";"7";"99.60";"15";"6.640000"
"90082A";"9";"193.20";"18";"10.733333"
"90082B";"9";"171.45";"11";"15.586364"
"90082D";"5";"64.38";"6";"10.730000"
"90083";"3";"23.47";"9";"2.607778"
"90084";"2";"0.85";"2";"0.425000"
"90085";"3";"36.76";"10";"3.676000"
"90086";"6";"77.79";"28";"2.778214"
"90087";"4";"51.26";"24";"2.135833"
"90089";"3";"16.22";"9";"1.802222"
"90091";"1";"0.00";"1";"0.000000"
